id,kostat_category_5_code,kostat_category_5_name,pdeck_category_2_code,pdeck_category_2_name
1675,31112,합성수지선 건조업,0402,운송장비/부품
1676,31113,기타 선박 건조업,0402,운송장비/부품
1677,31114,선박 구성 부분품 제조업,0402,운송장비/부품
1678,31120,오락 및 스포츠용 보트 건조업,0804,"여행, 여가/ 스포츠"
1679,31201,기관차 및 기타 철도 차량 제조업,0402,운송장비/부품
1680,31202,철도 차량 부품 및 관련 장치물 제조업,0402,운송장비/부품
1681,31311,유인 항공기항공 우주선 및 보조장치 제조업,0402,운송장비/부품
1682,31312,무인 항공기 및 무인 비행장치 제조업,0203,드론 및 로보틱스
1683,31321,항공기용 엔진 제조업,0402,운송장비/부품
1684,31322,항공기용 부품 제조업,0402,운송장비/부품
1685,31910,전투용 차량 제조업,0301,일반기계/정밀기계
1686,31920,모터사이클 제조업,0402,운송장비/부품
1687,31991,자전거 및 환자용 차량 제조업,0402,운송장비/부품
1688,31999,그 외 기타 달리 분류되지 않은 운송장비 제조업,0402,운송장비/부품
1689,32011,매트리스 및 침대 제조업,0703,소비재
1690,32019,소파 및 기타 내장 가구 제조업,0703,소비재
1691,32021,주방용 및 음식점용 목재 가구 제조업,0703,소비재
1692,32029,기타 목재 가구 제조업,0703,소비재
1693,32091,금속 가구 제조업,0703,소비재
1694,32099,그 외 기타 가구 제조업,0703,소비재
1695,33110,귀금속 및 관련제품 제조업,0703,소비재
1696,33120,모조 귀금속 및 모조 장신용품 제조업,0703,소비재
1697,33201,건반 악기 제조업,0703,소비재
1698,33202,전자 악기 제조업,0703,소비재
1699,33209,기타 악기 제조업,0703,소비재
1700,33301,체조육상 및 체력 단련용 장비 제조업,0804,"여행, 여가/ 스포츠"
1701,33302,놀이터용 장비 제조업,0804,"여행, 여가/ 스포츠"
1702,33303,낚시 및 수렵용구 제조업,0804,"여행, 여가/ 스포츠"
1703,33309,기타 운동 및 경기용구 제조업,0804,"여행, 여가/ 스포츠"
1704,33401,인형 및 장난감 제조업,0703,소비재
1705,33402,영상게임기 제조업,0801,게임
1706,33409,기타 오락용품 제조업,0703,소비재
1707,33910,간판 및 광고물 제조업,0799,기타
1708,33920,사무 및 회화용품 제조업,0703,소비재
1709,33931,가발 및 유사 제품 제조업,0705,미용 및 개인관리
1710,33932,전시용 모형 제조업,0799,기타
1711,33933,표구 처리업,0799,기타
1712,33991,단추 및 유사 파스너 제조업,0703,소비재
1713,33992,라이터연소물 및 흡연용품 제조업,0703,소비재
1714,33993,비 및 솔 제조업,0703,소비재
1715,33999,그 외 기타 달리 분류되지 않은 제품 제조업,0703,소비재
1716,34011,건설ㆍ광업용 기계 및 장비 수리업,0303,산업 장비
1717,34019,기타 일반 기계 및 장비 수리업,0301,일반기계/정밀기계
1718,34020,전기ㆍ전자 및 정밀 기기 수리업,0199,기타
1719,35111,원자력 발전업,0601,신에너지/재생에너지
1720,35112,수력 발전업,0601,신에너지/재생에너지
1721,35113,화력 발전업,0601,신에너지/재생에너지
1722,35114,태양력 발전업,0601,신에너지/재생에너지
1723,35119,기타 발전업,0601,신에너지/재생에너지
1724,35120,송전 및 배전업,0604,에너지저장/에너지효율성
1725,35130,전기 판매업,0604,에너지저장/에너지효율성
1726,35200,연료용 가스 제조 및 배관공급업,0602,석유/가스/광업
1727,35300,증기냉ㆍ온수 및 공기 조절 공급업,0604,에너지저장/에너지효율성
1728,36010,생활용수 공급업,0605,환경기술
1729,36020,산업용수 공급업,0605,환경기술
1730,37011,하수 처리업,0605,환경기술
1731,37012,폐수 처리업,0605,환경기술
1732,37021,사람 분뇨 처리업,0605,환경기술
1733,37022,축산 분뇨 처리업,0605,환경기술
1734,38110,"지정 외 폐기물 수집, 운반업",0605,환경기술
1735,38120,"지정 폐기물 수집, 운반업",0605,환경기술
1736,38130,건설 폐기물 수집운반업,0605,환경기술
1737,38210,지정 외 폐기물 처리업,0605,환경기술
1738,38220,지정 폐기물 처리업,0605,환경기술
1739,38230,건설 폐기물 처리업,0605,환경기술
1740,38240,방사성 폐기물 수집운반 및 처리업,0605,환경기술
1741,38311,금속류 해체 및 선별업,0605,환경기술
1742,38312,금속류 원료 재생업,0605,환경기술
1743,38321,비금속류 해체 및 선별업,0605,환경기술
1744,38322,비금속류 원료 재생업,0605,환경기술
1745,39001,토양 및 지하수 정화업,0605,환경기술
1746,39009,기타 환경 정화 및 복원업,0605,환경기술
1747,41111,단독 주택 건설업,9904,건축/토목/인프라
1748,41112,아파트 건설업,9904,건축/토목/인프라
1749,41119,기타 공동 주택 건설업,9904,건축/토목/인프라
1750,41121,사무ㆍ상업용 및 공공기관용 건물 건설업,9904,건축/토목/인프라
1751,41122,제조업 및 유사 산업용 건물 건설업,9904,건축/토목/인프라
1752,41129,기타 비주거용 건물 건설업,9904,건축/토목/인프라
1753,41210,지반조성 건설업,9904,건축/토목/인프라
1754,41221,도로 건설업,9904,건축/토목/인프라
1755,41222,교량터널 및 철도 건설업,9904,건축/토목/인프라
1756,41223,"항만, 수로, 댐 및 유사 구조물 건설업",9904,건축/토목/인프라
1757,41224,환경설비 건설업,0605,환경기술
1758,41225,산업 생산시설 종합 건설업,9904,건축/토목/인프라
1759,41226,조경 건설업,9904,건축/토목/인프라
1760,41229,기타 토목 시설물 건설업,9904,건축/토목/인프라
1761,42110,건물 및 구축물 해체 공사업,9904,건축/토목/인프라
1762,42121,토공사업,9904,건축/토목/인프라
1763,42122,보링그라우팅 및 관정 공사업,9904,건축/토목/인프라
1764,42123,파일공사 및 축조관련 기초 공사업,9904,건축/토목/인프라
1765,42129,기타 기반조성 관련 전문공사업,9904,건축/토목/인프라
1766,42131,철골 및 관련 구조물 공사업,9904,건축/토목/인프라
1767,42132,콘크리트 및 철근 공사업,9904,건축/토목/인프라
1768,42133,조적 및 석공사업,9904,건축/토목/인프라
1769,42134,포장 공사업,9904,건축/토목/인프라
1770,42135,철도 궤도 전문공사업,9904,건축/토목/인프라
1771,42136,수중 공사업,9904,건축/토목/인프라
1772,42137,비계 및 형틀 공사업,9904,건축/토목/인프라
1773,42138,지붕내ㆍ외벽 축조 관련 전문공사업,9904,건축/토목/인프라
1774,42139,기타 옥외 시설물 축조관련 전문공사업,9904,건축/토목/인프라
1775,42201,배관 및 냉ㆍ난방 공사업,9904,건축/토목/인프라
1776,42202,건물용 기계ㆍ장비 설치 공사업,9904,건축/토목/인프라
1777,42203,방음방진 및 내화 공사업,9904,건축/토목/인프라
1778,42204,소방시설 공사업,9904,건축/토목/인프라
1779,42209,기타 건물 관련설비 설치 공사업,9904,건축/토목/인프라
1780,42311,일반 전기 공사업,9904,건축/토목/인프라
1781,42312,내부 전기배선 공사업,9904,건축/토목/인프라
1782,42321,일반 통신 공사업,9904,건축/토목/인프라
1783,42322,내부 통신배선 공사업,9904,건축/토목/인프라
1784,42411,도장 공사업,9904,건축/토목/인프라
1785,42412,도배실내 장식 및 내장 목공사업,9904,건축/토목/인프라
1786,42420,유리 및 창호 공사업,9904,건축/토목/인프라
1787,42491,미장타일 및 방수 공사업,9904,건축/토목/인프라
1788,42492,건물용 금속 공작물 설치 공사업,9904,건축/토목/인프라
1789,42499,그 외 기타 건축 마무리 공사업,9904,건축/토목/인프라
1790,42500,시설물 유지관리 공사업,9904,건축/토목/인프라
1791,42600,건설장비 운영업,9904,건축/토목/인프라
1792,45110,자동차 신품 판매업,0702,도소매업
1793,45120,중고 자동차 판매업,0702,도소매업
1794,45211,자동차 신품 타이어 및 튜브 판매업,0702,도소매업
1795,45212,자동차용 전용 신품 부품 판매업,0702,도소매업
1796,45213,자동차 내장용 신품 전기ㆍ전자ㆍ정밀기기 판매업,0702,도소매업
1797,45219,기타 자동차 신품 부품 및 내장품 판매업,0702,도소매업
1798,45220,자동차 중고 부품 및 내장품 판매업,0702,도소매업
1799,45301,모터사이클 및 부품 도매업,0702,도소매업
1800,45302,모터사이클 및 부품 소매업,0702,도소매업
1801,46101,"산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업",0702,도소매업
1802,46102,음ㆍ식료품 및 담배 중개업,0702,도소매업
1803,46103,섬유의복신발 및 가죽제품 중개업,0702,도소매업
1804,46104,목재 및 건축자재 중개업,0702,도소매업
1805,46105,연료광물1차 금속비료 및 화학제품 중개업,0702,도소매업
1806,46106,기계 및 장비 중개업,0702,도소매업
1807,46107,그 외 기타 특정 상품 중개업,0702,도소매업
1808,46109,상품 종합 중개업,0702,도소매업
1809,46201,곡물 및 유지작물 도매업,0702,도소매업
1810,46202,종자 및 묘목 도매업,0702,도소매업
1811,46203,사료 도매업,0702,도소매업
1812,46204,화훼류 및 식물 도매업,0702,도소매업
1813,46205,육지 동물 및 애완 동물 도매업,0702,도소매업
1814,46209,기타 산업용 농산물 도매업,0702,도소매업
1815,46311,과실류 도매업,0702,도소매업
1816,46312,"채소류, 서류 및 향신작물류 도매업",0702,도소매업
1817,46313,육류 도매업,0702,도소매업
1818,46314,건어물 및 젓갈류 도매업,0702,도소매업
1819,46315,신선냉동 및 기타 수산물 도매업,0702,도소매업
1820,46319,기타 신선 식품 및 단순 가공 식품 도매업,0702,도소매업
1821,46321,육류 가공식품 도매업,0702,도소매업
1822,46322,수산물 가공식품 도매업,0702,도소매업
1823,46323,빵류과자류당류초콜릿 도매업,0702,도소매업
1824,46324,낙농품 및 동ㆍ식물성 유지 도매업,0702,도소매업
1825,46325,커피 및 차류 도매업,0702,도소매업
1826,46326,조미료 도매업,0702,도소매업
1827,46329,기타 가공식품 도매업,0702,도소매업
1828,46331,주류 도매업,0702,도소매업
1829,46332,비알코올 음료 도매업,0702,도소매업
1830,46333,담배 도매업,0702,도소매업
1831,46411,생활용 섬유 및 실 도매업,0702,도소매업
1832,46412,커튼 및 침구용품 도매업,0702,도소매업
1833,46413,남녀용 겉옷 및 셔츠 도매업,0702,도소매업
1834,46414,유아용 의류 도매업,0702,도소매업
1835,46415,속옷 및 잠옷 도매업,0702,도소매업
1836,46416,가죽 및 모피 제품 도매업,0702,도소매업
1837,46417,의복 액세서리 및 모조 장신구 도매업,0702,도소매업
1838,46419,기타 생활용 섬유 및 직물 제품 도매업,0702,도소매업
1839,46420,신발 도매업,0702,도소매업
1840,46431,생활용 가구 도매업,0702,도소매업
1841,46432,전구램프 및 조명장치 도매업,0702,도소매업
1842,46433,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,0702,도소매업
1843,46439,기타 비전기식 생활용 기기 및 기구 도매업,0702,도소매업
1844,46441,의약품 도매업,0702,도소매업
1845,46442,의료용품 도매업,0702,도소매업
1846,46443,화장품 및 화장용품 도매업,0702,도소매업
1847,46444,비누 및 세정제 도매업,0702,도소매업
1848,46451,생활용 포장 및 위생용품봉투 및 유사 제품 도매업,0702,도소매업
1849,46452,문구용품회화용품사무용품 도매업,0702,도소매업
1850,46453,서적잡지 및 기타 인쇄물 도매업,0702,도소매업
1851,46461,음반 및 비디오물 도매업,0702,도소매업
1852,46462,악기 도매업,0702,도소매업
1853,46463,장난감 및 취미오락용품 도매업,0702,도소매업
1854,46464,운동 및 경기용품 도매업,0702,도소매업
1855,46465,자전거 및 기타 운송장비 도매업,0702,도소매업
1856,46491,가방 및 보호용 케이스 도매업,0702,도소매업
1857,46492,시계 및 귀금속 제품 도매업,0702,도소매업
1858,46493,안경사진장비 및 광학용품 도매업,0702,도소매업
1859,46499,그 외 기타 생활용품 도매업,0702,도소매업
1860,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",0702,도소매업
1861,46521,가전제품 및 부품 도매업,0702,도소매업
1862,46522,통신ㆍ방송장비 및 부품 도매업,0702,도소매업
1863,46531,농림업용 기계 및 장비 도매업,0702,도소매업
1864,46532,건설ㆍ광업용 기계 및 장비 도매업,0702,도소매업
1865,46533,공작용 기계 및 장비 도매업,0702,도소매업
1866,46539,기타 산업용 기계 및 장비 도매업,0702,도소매업
1867,46591,사무용 가구 및 기기 도매업,0702,도소매업
1868,46592,의료 기기 도매업,0702,도소매업
1869,46593,정밀 기기 및 과학 기기 도매업,0702,도소매업
1870,46594,수송용 운송장비 도매업,0702,도소매업
1871,46595,전기용 기계ㆍ장비 및 관련 기자재 도매업,0702,도소매업
1872,46596,전지 및 케이블 도매업,0702,도소매업
1873,46599,그 외 기타 기계 및 장비 도매업,0702,도소매업
1874,46611,원목 및 건축관련 목제품 도매업,0702,도소매업
1875,46612,골재벽돌 및 시멘트 도매업,0702,도소매업
1876,46613,유리 및 창호 도매업,0702,도소매업
1877,46621,배관 및 냉ㆍ난방장치 도매업,0702,도소매업
1878,46622,"철물, 금속 파스너 및 수공구 도매업",0702,도소매업
1879,46691,도료 도매업,0702,도소매업
1880,46692,벽지 및 장판류 도매업,0702,도소매업
1881,46699,그 외 기타 건축자재 도매업,0702,도소매업
1882,46711,고체 연료 및 관련제품 도매업,0702,도소매업
1883,46712,액체 연료 및 관련제품 도매업,0702,도소매업
1884,46713,기체 연료 및 관련제품 도매업,0702,도소매업
1885,46721,1차 금속제품 도매업,0702,도소매업
1886,46722,금속광물 도매업,0702,도소매업
1887,46731,염료안료 및 관련제품 도매업,0702,도소매업
1888,46732,비료 및 농약 도매업,0702,도소매업
1889,46733,플라스틱 물질 및 합성고무 도매업,0702,도소매업
1890,46739,기타 화학 물질 및 화학제품 도매업,0702,도소매업
1891,46741,방직용 섬유 및 실 도매업,0702,도소매업
1892,46742,직물 도매업,0702,도소매업
1893,46750,종이 원지판지종이상자 도매업,0702,도소매업
1894,46791,재생용 재료 수집 및 판매업,0702,도소매업
1895,46799,그 외 기타 상품 전문 도매업,0702,도소매업
1896,46800,상품 종합 도매업,0702,도소매업
1897,47111,백화점,0702,도소매업
1898,47112,대형 마트,0702,도소매업
1899,47119,기타 대형 종합 소매업,0702,도소매업
1900,47121,슈퍼마켓,0702,도소매업
1901,47122,체인화 편의점,0702,도소매업
1902,47129,기타 음ㆍ식료품 위주 종합 소매업,0702,도소매업
1903,47130,면세점,0702,도소매업
1904,47190,그 외 기타 종합 소매업,0702,도소매업
1905,47211,곡물곡분 및 가축 사료 소매업,0702,도소매업
1906,47212,육류 소매업,0702,도소매업
1907,47213,건어물 및 젓갈류 소매업,0702,도소매업
1908,47214,신선냉동 및 기타 수산물 소매업,0702,도소매업
1909,47215,"채소, 과실 및 뿌리작물 소매업",0702,도소매업
1910,47216,빵류과자류 및 당류 소매업,0702,도소매업
1911,47217,건강 보조식품 소매업,0702,도소매업
1912,47218,조리 반찬류 소매업,0702,도소매업
1913,47219,기타 식료품 소매업,0702,도소매업
1914,47221,음료 소매업,0702,도소매업
1915,47222,담배 소매업,0702,도소매업
1916,47311,"컴퓨터 및 주변장치, 소프트웨어 소매업",0702,도소매업
1917,47312,통신기기 소매업,0702,도소매업
1918,47320,가전제품 소매업,0702,도소매업
1919,47411,남자용 겉옷 소매업,0702,도소매업
1920,47412,여자용 겉옷 소매업,0702,도소매업
1921,47413,속옷 및 잠옷 소매업,0702,도소매업
1922,47414,셔츠 및 블라우스 소매업,0702,도소매업
1923,47415,한복 소매업,0702,도소매업
1924,47416,가죽 및 모피 의복 소매업,0702,도소매업
1925,47417,유아용 의류 소매업,0702,도소매업
1926,47419,기타 의복 소매업,0702,도소매업
1927,47421,가정용 직물제품 소매업,0702,도소매업
1928,47422,의복 액세서리 및 모조 장신구 소매업,0702,도소매업
1929,47429,섬유 원단실 및 기타 섬유제품 소매업,0702,도소매업
1930,47430,신발 소매업,0702,도소매업
1931,47440,가방 및 기타 가죽제품 소매업,0702,도소매업
1932,47511,철물 및 난방용구 소매업,0702,도소매업
1933,47512,공구 소매업,0702,도소매업
1934,47513,벽지마루덮개 및 장판류 소매업,0702,도소매업
1935,47519,"페인트, 창호 및 기타 건설자재 소매업",0702,도소매업
1936,47520,가구 소매업,0702,도소매업
1937,47591,전기용품 및 조명장치 소매업,0702,도소매업
1938,47592,"주방용품 및 가정용 유리, 요업제품 소매업",0702,도소매업
1939,47593,악기 소매업,0702,도소매업
1940,47599,그 외 기타 분류 안된 가정용품 소매업,0702,도소매업
1941,47611,서적신문 및 잡지류 소매업,0702,도소매업
1942,47612,문구용품 및 회화용품 소매업,0702,도소매업
1943,47620,음반 및 비디오물 소매업,0702,도소매업
1944,47631,운동 및 경기용품 소매업,0702,도소매업
1945,47632,자전거 및 기타 운송장비 소매업,0702,도소매업
1946,47640,게임용구인형 및 장난감 소매업,0702,도소매업
1947,47711,운송장비용 주유소 운영업,0702,도소매업
1948,47712,운송장비용 가스 충전업,0702,도소매업
1949,47721,가정용 고체 연료 소매업,0702,도소매업
1950,47722,가정용 액체 연료 소매업,0702,도소매업
1951,47723,가정용 가스 연료 소매업,0702,도소매업
1952,47811,의약품 및 의료용품 소매업,0702,도소매업
1953,47812,의료용 기구 소매업,0702,도소매업
1954,47813,"화장품, 비누 및 방향제 소매업",0702,도소매업
1955,47821,사무용 기기 소매업,0702,도소매업
1956,47822,안경 및 렌즈 소매업,0702,도소매업
1957,47823,사진기 및 사진용품 소매업,0702,도소매업
1958,47829,기타 광학 및 정밀 기기 소매업,0702,도소매업
1959,47830,시계 및 귀금속 소매업,0702,도소매업
